song_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,kmeans_labels,agglo_labels,gaussian_labels
24,0.8724696356275303,0.6258700152069294,0.07946554149085795,0.01937167779108334,0.00015532994923857867,0.035312180143295804,0.88643216080402,0.5731461638360262,8,6,2
25,0.3977732793522267,0.9608818514559523,0.12250351617440225,0.009745011610929952,0.0,0.2067553735926305,0.3246231155778894,0.6886876872880461,6,3,0
26,0.798582995951417,0.8425243763739622,0.05077355836849508,0.00621321584252986,0.0,0.053838280450358246,0.8251256281407034,0.47705735775286456,8,6,0
27,0.6852226720647774,0.6058094262099819,0.05414908579465542,0.06175322701188443,0.0,0.34902763561924255,0.29849246231155774,0.6151629319957964,7,3,1
28,0.6163967611336032,0.8976909961155678,0.09774964838255978,0.16346894514180704,0.5116751269035533,0.5220061412487206,0.7959798994974874,0.5649135205334238,5,7,9
29,0.5941295546558704,0.6519487809029612,0.03980309423347398,0.38445845179312704,1.0253807106598985e-06,0.09518935516888433,0.9648241206030149,0.45034945138656246,3,0,4
30,0.6680161943319839,0.8826455543678572,0.052742616033755275,0.08153128331492494,3.532994923857868e-06,0.1412487205731832,0.8663316582914572,0.4744783468631976,1,6,2
31,0.3107287449392713,0.9528576158571733,0.19409282700421943,0.0005421609229845717,7.543147208121828e-05,0.30808597748208805,0.5266331658291457,0.5869085368931637,6,3,6
32,0.6477732793522267,0.8545607297721307,0.048523206751054856,0.0245180087678949,1.847715736040609e-06,0.03858751279426817,0.7969849246231155,0.5639957230637914,1,6,2
33,0.6143724696356275,0.9077212906140416,0.05991561181434599,0.0012283383865594464,0.0002649746192893401,0.051586489252814734,0.5356783919597989,0.6515673686287646,6,8,0
34,0.4716599190283401,0.40420050679065983,0.04739803094233474,0.39858563486672743,0.0,0.10133060388945753,0.33869346733668343,0.5498065741832749,7,2,4
35,0.46052631578947373,0.2968763556569908,0.05611814345991561,0.7679105637908512,0.0,0.06786079836233366,0.3115577889447236,0.788131043122714,0,5,3
36,0.6032388663967612,0.7402153724895301,0.057805907172995774,0.1099874663631771,0.0,0.08464687819856703,0.46331658291457284,0.5872114100581424,4,1,2
37,0.5991902834008097,0.769303226535104,0.0379746835443038,0.0021163327511857554,0.0016751269035532993,0.11770726714431934,0.32964824120603015,0.44275926631270274,6,3,0
38,0.7004048582995951,0.49848527507631296,0.16736990154711673,0.6821383808439919,0.0,0.2528147389969294,0.4773869346733668,0.3731213833043462,0,2,5
39,0.4939271255060729,0.3650823582466122,0.04514767932489451,0.07204588896550757,0.0,0.06509723643807575,0.5467336683417086,0.365774414559939,4,0,4
40,0.667004048582996,0.8144395517782358,0.06849507735583685,0.23208669149929453,0.0,0.08505629477993859,0.8924623115577889,0.3809501957203103,8,6,1
41,0.714574898785425,0.697085106146093,0.5780590717299577,0.22805035347826585,0.0,0.03848515864892528,0.9768844221105526,0.8321531987536309,8,1,6
42,0.6801619433198381,0.3941702122921861,0.0670886075949367,0.5560028176868458,1.065989847715736e-05,0.09518935516888433,0.32060301507537686,0.5969630081729864,0,2,1
43,0.688259109311741,0.5446246297692922,0.19831223628691982,0.8647826762955394,0.00011776649746192893,0.07789150460593652,0.7999999999999999,0.5122227678018291,3,9,5
44,0.5597165991902835,0.5957791317115082,0.039240506329113925,0.11503288888946296,0.0,0.7482088024564995,0.8452261306532662,0.5208775979404624,2,7,5
45,0.7135627530364372,0.8084213750791516,0.043459915611814344,0.01331717075954033,0.004345177664974619,0.059467758444216985,0.7376884422110552,0.4744232790150197,1,6,0
46,0.5971659919028339,0.876627377668773,0.036990154711673696,0.018059867934249022,6.558375634517766e-06,0.12487205731832138,0.6100502512562813,0.573706020292502,1,8,2
47,0.742914979757085,0.9297879385106838,0.05907172995780591,0.07668767768969054,0.0013604060913705582,0.035312180143295804,0.9055276381909547,0.5416794775896803,1,6,2
48,0.8744939271255061,0.5165398051735657,0.051617440225035165,0.576184507791989,8.040609137055837e-05,0.08464687819856703,0.7587939698492462,0.5921996393055944,3,9,4
49,0.5404858299595142,0.32797026860225936,0.047116736990154715,0.05075420590458129,0.00216243654822335,0.2753326509723644,0.7708542713567839,0.6418478934253576,8,0,1
50,0.4888663967611336,0.6780275465989929,0.04542897327707455,0.509584930445016,6.416243654822335e-05,0.2917093142272262,0.5045226130653266,0.5342407290983099,3,0,1
51,0.4767206477732793,0.5757185427145607,0.07158931082981716,0.8092830285063952,2.5888324873096446e-06,0.08300921187308086,0.664321608040201,0.6052507193237667,3,9,1
52,0.6892712550607288,0.3731065938453912,0.06075949367088608,0.6458113386547338,0.0,0.16069600818833163,0.4783919597989949,0.4216040346376765,0,5,1
53,0.4908906882591093,0.7231638718421247,0.04894514767932489,0.48334873330832956,0.0,0.6734902763561924,0.8844221105527638,0.6281956560645762,9,9,5
54,0.9352226720647774,0.855563759221978,0.11139240506329115,0.10796929735266277,1.4720812182741116e-06,0.11975435005117707,0.6733668341708543,0.5231583246524989,8,6,2
55,0.7439271255060729,0.8615819359210624,0.048663853727144865,0.002913509510338919,4.0101522842639595e-06,0.10133060388945753,0.7618090452261306,0.580906141441768,1,6,2
56,0.8168016194331984,0.8896667605167888,0.3867791842475387,0.003841867255175514,0.0,0.38792221084953943,0.7839195979899497,0.7366104821649005,1,1,6
57,0.861336032388664,0.8084213750791516,0.11054852320675106,0.12108739592100597,1.350253807106599e-06,0.11156601842374617,0.7798994974874371,0.546094083418612,8,6,2
58,0.5425101214574899,0.6078154851096766,0.04992967651195499,0.10393295933163409,1.0964467005076141e-05,0.24872057318321392,0.722613065326633,0.6719424724546034,1,8,1
59,0.4534412955465587,0.31292482685454875,0.07763713080168776,0.8476282397061675,3.857868020304568e-06,0.0745138178096213,0.4050251256281407,0.7262990275935809,0,5,1
60,0.7277327935222672,0.64091545695464,0.05288326300984529,0.8042376059801093,1.4517766497461929e-05,0.06448311156601841,0.7306532663316582,0.5886385851234207,3,9,1
61,0.6700404858299596,0.8936788783161783,0.04092827004219409,0.012913536957437462,0.0,0.44626407369498466,0.8271356783919597,0.5677862266133731,1,6,0
62,0.757085020242915,0.5526488653680712,0.12756680731364275,0.32996788850923997,1.4517766497461929e-05,0.08597748208802455,0.335678391959799,0.4780577569947639,7,1,5
63,0.6912955465587045,0.7532547553375459,0.048663853727144865,0.06871591009815889,8.48730964467005e-06,0.24155578300921185,0.8452261306532662,0.47283090040520753,8,6,1
64,0.8461538461538461,0.5456276592191396,0.13263009845288326,0.04066336085200961,0.0,0.072057318321392,0.5125628140703518,0.445260264417451,4,0,6
65,0.8137651821862348,0.8034062278299147,0.04289732770745429,0.27749549423586717,3.34010152284264e-05,0.20777891504605936,0.8301507537688441,0.45027143860164376,8,6,1
66,0.3532388663967611,0.7973880511308304,0.10661040787623068,0.010289917243768824,0.00014010152284263958,0.07082906857727736,0.5447236180904522,0.6836902800658978,6,3,0
67,0.9625506072874493,0.6017973084105924,0.09634317862165964,0.1069602128474056,0.0,0.06059365404298874,0.8261306532663315,0.5738069780141616,8,0,2
68,0.7105263157894737,0.6278760741066242,0.04191279887482419,0.07507314248127905,2.030456852791878e-05,0.06141248720573183,0.8030150753768844,0.5745366270025193,8,0,2
69,0.7277327935222672,0.6178457796081505,0.05555555555555555,0.006889302461052164,3.15736040609137e-05,0.06366427840327532,0.6281407035175879,0.573453625988353,4,0,2
70,0.7125506072874493,0.24772791261446944,0.04177215189873418,0.6458113386547338,1.746192893401015e-06,0.07471852610030708,0.23718592964824117,0.39902162789737183,0,5,3
71,0.7459514170040485,0.7863547271825093,0.10928270042194094,0.006879211615999592,0.20304568527918782,0.5373592630501535,0.5899497487437185,0.4578570346881553,2,7,9
72,0.6396761133603239,0.8826455543678572,0.06511954992967652,0.014528072165848931,0.002131979695431472,0.10849539406345957,0.33969849246231154,0.5920114908243197,6,3,2
73,0.5809716599190283,0.23870064756584308,0.0669479606188467,0.3683130997090123,1.3401015228426395e-05,0.11668372569089047,0.12663316582914572,0.3855575390178649,7,2,1
74,0.5678137651821863,0.5235610113224973,0.04472573839662448,0.22905943798352302,0.0,0.09416581371545546,0.23919597989949745,0.38530055572636784,7,2,4
75,0.3967611336032389,0.6308851624561663,0.047116736990154715,0.724519930064793,3.817258883248731e-06,0.11975435005117707,0.7236180904522612,0.5713794037069839,3,9,1
76,0.5273279352226721,0.879636466018315,0.09606188466947961,0.01331717075954033,0.08182741116751269,0.08280450358239508,0.19999999999999998,0.8260498455805756,6,3,8
77,0.8228744939271254,0.7341971957904458,0.04219409282700422,0.06023960025399869,0.0013908629441624365,0.07226202661207778,0.7346733668341707,0.5966601350080077,8,0,2
78,0.7510121457489879,0.5345943352708185,0.04050632911392405,0.46316704320318625,0.15025380710659897,0.05322415557830092,0.392964824120603,0.44694442277422636,7,2,9
79,0.4696356275303644,0.32195209190317514,0.058790436005625876,0.8849643664006828,0.0,0.068474923234391,0.307537688442211,0.4291988086988844,0,5,1
80,0.6983805668016194,0.6238639563072347,0.08748241912798875,0.2552956351202094,0.0,0.10644831115660183,0.5467336683417086,0.4682602690064383,4,1,1
81,0.645748987854251,0.8054122867296094,0.09578059071729957,0.024618917218420622,0.0,0.16069600818833163,0.7597989949748744,0.5875509951219063,1,6,0
82,0.611336032388664,0.7903668449818988,0.14486638537271448,0.06841318474658174,0.15532994923857868,0.11770726714431934,0.3025125628140703,0.5784877451092867,6,3,9
83,0.6244939271255061,0.6599730165017402,0.0720112517580872,0.4984850008871871,0.0,0.2876151484135107,0.9537688442211054,0.5890561829721035,3,9,1
84,0.6002024291497975,0.8365061996748779,0.04964838255977496,0.0490387622456441,0.0005928934010152283,0.10542476970317297,0.8170854271356782,0.6824696094312867,1,8,2
85,0.7965587044534413,0.8505486119727412,0.07721518987341772,0.09232848752117664,0.0,0.1412487205731832,0.9517587939698491,0.5598059776149197,8,6,2
86,0.6751012145748988,0.37410962329523856,0.07032348804500703,0.7921285919170233,0.0,0.08045035823950869,0.08271356783919596,0.5697136012996011,0,5,1
87,0.5921052631578947,0.9759272932036629,0.10309423347398032,0.006818666545684163,5.289340101522842e-05,0.255885363357216,0.9628140703517587,0.7390564124214709,1,8,0
88,0.6518218623481782,0.5967821611613555,0.30239099859353025,0.12209648042626313,0.0,0.2732855680655067,0.5567839195979899,0.6832497372804742,4,1,6
89,0.521255060728745,0.9107303789635837,0.05175808720112517,0.015940790473208972,1.9086294416243653e-05,0.4094165813715455,0.6402010050251256,0.6884903608320752,2,8,0
90,0.7338056680161943,0.8465364941733516,0.04880450070323488,0.366294930698498,0.0007269035532994923,0.1156601842374616,0.7145728643216079,0.4772592731961838,3,0,4
91,0.7024291497975708,0.812433492878541,0.09296765119549931,0.1231055649315203,0.0,0.13203684749232342,0.8281407035175878,0.6331334064511983,1,6,2
92,0.6417004048582996,0.5887579255625766,0.04219409282700422,0.2734591562148385,0.0,0.15660184237461616,0.6261306532663315,0.4847898014345174,4,0,1
93,0.38360323886639675,0.6659911932008244,0.04317862165963432,0.01684896652794042,0.0006893401015228426,0.08137154554759468,0.3025125628140703,0.5289817495973164,6,3,4
94,0.45546558704453444,0.4433186553347074,0.04964838255977496,0.49747591638192995,0.0057258883248730965,0.12487205731832138,0.8160804020100503,0.9558034628498528,3,5,7
95,0.6406882591093117,0.6750184582494508,0.3628691983122363,0.29969535335152486,0.0,0.19856704196519956,0.6623115577889447,0.3982139661240953,4,1,6
96,0.6852226720647774,0.9177515851125153,0.12827004219409283,0.0012182475415068747,0.9299492385786802,0.3172978505629478,0.5477386934673367,0.5732976004185156,5,4,9
97,0.77834008097166,0.7231638718421247,0.15330520393811534,0.49243049385564414,1.1065989847715736e-06,0.31115660184237465,0.8613065326633165,0.5647070161027565,3,9,5
98,0.6609311740890689,0.8244698462767095,0.046413502109704644,0.00020916303624970596,0.004771573604060914,0.07349027635619243,0.7658291457286431,0.5412664687283456,1,6,0
99,0.42510121457489874,0.9719151754042734,0.08171589310829817,2.5913290095004094e-05,0.008741116751269035,0.37563971340839303,0.18291457286432158,0.7986581800993974,6,3,8
100,0.5364372469635628,0.5917670139121187,0.035161744022503515,0.18465971975220757,0.0023045685279187815,0.05680655066530194,0.43216080402010043,0.6617411535796395,7,1,4
101,0.5495951417004049,0.9147424967629731,0.08452883263009846,0.001631972188662314,2.1319796954314716e-06,0.045547594677584444,0.8402010050251255,0.47602024661218,1,6,0
102,0.7074898785425101,0.6820396643983825,0.03881856540084388,0.010017464427349387,0.0,0.10030706243602866,0.5809045226130652,0.43585742934106725,4,0,2
103,0.7773279352226721,0.7432244608390722,0.05949367088607595,0.023609832713163453,7.309644670050762e-05,0.23541453428863868,0.9547738693467336,0.5738987577611248,8,6,0
104,0.6366396761133604,0.7231638718421247,0.040365682137834036,0.03985609324780387,0.0,0.3449334698055271,0.7909547738693467,0.7340131153258409,1,8,1
105,0.42611336032388664,0.661979075401435,0.057243319268635726,0.15337810008923536,0.4507614213197969,0.08474923234390991,0.514572864321608,0.5482004286114183,5,4,9
106,0.3805668016194332,0.697085106146093,0.13122362869198312,0.13622366349986348,0.0,0.10030706243602866,0.30351758793969846,0.7779847920959281,6,2,6
107,0.6609311740890689,0.8475395236231991,0.04950773558368495,0.22098676194146566,0.0,0.9303991811668372,0.5547738693467337,0.5648400967358532,2,7,5
108,0.21862348178137653,0.5456276592191396,0.06061884669479606,0.6690202822756487,0.0,0.8904810644831115,0.3025125628140703,0.34425206389705976,9,5,5
109,0.7925101214574899,0.4362974491857758,0.08270042194092826,0.2845590857726673,0.0,0.072978505629478,0.514572864321608,0.490902332582269,4,1,1
110,0.7925101214574899,0.6720093698999087,0.06075949367088608,0.2008050718363223,0.0,0.26816786079836236,0.8462311557788944,0.4866621082725674,8,6,1
111,0.7348178137651822,0.43228533138638625,0.189873417721519,0.7376380286331361,0.0,0.7001023541453427,0.34974874371859294,0.6609334918063631,9,5,5
112,0.5779352226720648,0.7161426656931931,0.042616033755274264,0.08072401571071922,0.0,0.47697031729785055,0.7447236180904522,0.564238939393244,2,8,1
113,0.6558704453441295,0.7221608423922773,0.07032348804500703,0.00268142007412977,0.0,0.061105424769703175,0.5969849246231155,0.49566570144966104,4,0,2
114,0.9483805668016195,0.9829484993525945,0.06652601969057666,0.05711143828770145,0.00037868020304568525,0.015660184237461617,0.943718592964824,0.5598885793871866,8,6,2
115,0.8491902834008097,0.7081184300944141,0.279887482419128,0.2098868323836368,0.0,0.23541453428863868,0.8432160804020099,0.4436311739088535,8,6,6
116,0.8623481781376519,0.592770043361966,0.0949367088607595,0.10393295933163409,0.4274111675126903,0.035619242579324466,0.8301507537688441,0.5304502255487281,5,4,9
117,0.7105263157894737,0.589760955012424,0.04514767932489451,0.0812285579633478,0.019593908629441624,0.17604912998976457,0.7316582914572863,0.558654141790531,8,0,8
118,0.5637651821862348,0.3811308294441702,0.03642756680731364,0.7830468313697088,0.06771573604060913,0.08894575230296828,0.571859296482412,0.4581186069670005,0,5,9
119,0.7621457489878543,0.8365061996748779,0.1617440225035162,0.2139231704046655,2.9746192893401013e-05,0.2528147389969294,0.8562814070351757,0.6053287321086854,8,6,5
120,0.5263157894736842,0.3640793287967648,0.04022503516174402,0.07588041008548481,1.1472081218274112e-05,0.05005117707267144,0.2743718592964824,0.6021852757751945,7,2,4
121,0.4473684210526316,0.5977851906112029,0.03952180028129395,0.03733338198466095,4.5279187817258875e-06,0.1637666325486182,0.49949748743718586,0.38278579065957513,4,1,4
122,0.7085020242914979,0.466388332681197,0.5035161744022504,0.5489392261500456,0.0,0.607983623336745,0.722613065326633,0.4960787103109956,9,0,7
123,0.548582995951417,0.4453247142344021,0.04149085794655415,0.2139231704046655,0.052690355329949236,0.09211873080859773,0.8311557788944722,0.7880163184390099,8,0,7
124,0.7236842105263157,0.7352002252402932,0.36849507735583686,0.13521457899460632,0.0,0.14841351074718526,0.9015075376884422,0.4022935758766113,8,6,6
125,0.714574898785425,0.72115781294243,0.08059071729957805,0.007121391897261313,0.0,0.026305015353121797,0.4974874371859296,0.578726372451391,4,1,0
126,0.5597165991902835,0.8455334647235043,0.06877637130801688,0.003095144721285209,0.0,0.0714431934493347,0.8381909547738693,0.8127693161949952,1,8,0
127,0.6973684210526315,0.4824368038787549,0.11462728551336146,0.37234943773004103,1.0456852791878173e-06,0.0541453428863869,0.2844221105527638,0.3672337125366545,7,2,5
128,0.7530364372469636,0.6990911650457877,0.08874824191279888,0.03935155099517529,0.0,0.16274309109518936,0.6864321608040201,0.5504719773487584,4,0,2
129,0.45445344129554655,0.6007942789607451,0.051898734177215196,0.2129140858994083,0.0,0.3224155578300921,0.1658291457286432,0.6155851188318273,7,2,1
130,0.38360323886639675,0.4954761867267708,0.03811533052039381,0.6912201413913064,6.426395939086295e-06,0.19651995905834183,0.2321608040201005,0.6532056371120585,0,5,1
131,0.8147773279352227,0.5596700715170028,0.057665260196905765,0.1654871141523214,2.2335025380710658e-05,0.0436028659160696,0.9698492462311556,0.5275040956712082,8,0,2
132,0.8107287449392713,0.9638909398054945,0.0849507735583685,0.007716751755363042,7.817258883248731e-05,0.053121801432958034,0.9135678391959798,0.5524131189970308,1,6,0
133,0.5354251012145749,0.12736437863278458,0.038537271448663854,0.6165478880022759,0.00011065989847715736,0.23029682702149434,0.5809045226130652,0.28933565230160657,0,5,1
134,0.5668016194331984,0.8274789346262515,0.04880450070323488,0.0007893866267725781,0.00249746192893401,0.0790174002047083,0.743718592964824,0.6547062359749074,1,8,0
135,0.7398785425101214,0.35605509319798584,0.08481012658227848,0.00871574541556764,5.218274111675127e-05,0.04698055271238485,0.5316582914572864,0.8063768568190056,4,0,6
136,0.6508097165991903,0.7672971676354092,0.13122362869198312,0.0015815179633994556,0.009918781725888323,0.16069600818833163,0.8723618090452261,0.6331838853120282,1,6,8
137,0.402834008097166,0.9297879385106838,0.07974683544303797,5.981852947164497e-05,0.0001796954314720812,0.0465711361310133,0.31256281407035175,0.35383845846736994,6,3,0
138,0.5981781376518218,0.9378121741094628,0.06722925457102673,0.0002838352896387365,0.000282233502538071,0.13306038894575228,0.7396984924623115,0.6426555551986343,1,8,0
139,0.6700404858299596,0.7121305478938036,0.051195499296765125,0.06084505095715298,0.0,0.10951893551688843,0.4673366834170854,0.559760087741438,4,1,2
140,0.25708502024291496,0.7632850498360196,0.06638537271448663,0.0006027059933000017,0.0004060913705583756,0.25895598771750256,0.4140703517587939,0.5449514255689196,6,3,0
141,0.8775303643724697,0.7161426656931931,0.0931082981715893,0.022600748207906283,0.7147208121827411,0.09416581371545546,0.6261306532663315,0.568915117501021,5,4,9
142,0.770242914979757,0.4854458922282971,0.05358649789029536,0.3693221842142695,2.8527918781725885e-05,0.18116683725690888,0.8301507537688441,0.5068536526044797,3,0,1
143,0.7823886639676113,0.7231638718421247,0.04135021097046413,0.2341048605098089,1.6345177664974617e-05,0.023439099283520982,0.9758793969849245,0.5065461904521529,8,6,4
144,0.5647773279352227,0.26879153106126435,0.0420534458509142,0.7981830989485663,0.004954314720812182,0.0760491299897646,0.43417085427135677,0.3880401811732204,0,5,3
145,0.7176113360323886,0.8716122304195361,0.17440225035161744,0.10393295933163409,0.0,0.06642784032753327,0.7768844221105528,0.45846737000546084,1,6,6
146,0.6690283400809717,0.6529518103528086,0.07018284106891702,0.11806014240523446,1.3401015228426395e-05,0.04503582395087001,0.3698492462311557,0.40135283347023804,4,1,2
147,0.6194331983805668,0.8425243763739622,0.07158931082981716,0.11301471987894862,0.0,0.10644831115660183,0.4402010050251256,0.5921721053815054,6,8,2
148,0.5576923076923077,0.8846516132675519,0.0638537271448664,0.007303027108207603,1.1472081218274112e-05,0.3172978505629478,0.8924623115577889,0.7636212616961814,1,8,0
149,0.5040485829959515,0.6359003097054032,0.04050632911392405,0.16750528316283572,0.0,0.2947799385875128,0.3618090452261306,0.6612914328195197,7,2,1
150,0.33805668016194335,0.5586670420671555,0.06976090014064697,0.15640535360500685,1.6852791878172589e-06,0.0962128966223132,0.3638190954773869,0.9068848577184472,7,2,4
151,0.638663967611336,0.7983910805806778,0.05639943741209563,0.00024448099393370687,0.011675126903553299,0.3766632548618219,0.5989949748743718,0.4243390710971809,2,8,8
152,0.6710526315789475,0.7793335210335777,0.15330520393811534,0.2795136632463815,0.0,0.035414534288638694,0.7618090452261306,0.4253119364149912,8,6,5
153,0.6983805668016194,0.8856546427173994,0.45288326300984527,0.01039082569429454,0.0,0.3398157625383828,0.6452261306532663,0.5650098892677352,2,1,6
154,0.6609311740890689,0.6679972521005192,0.0350210970464135,0.05125874815720988,0.04730964467005076,0.1299897645854657,0.7688442211055276,0.5897078191755424,8,0,8
155,0.6619433198380567,0.418242919088523,0.035161744022503515,0.06296412841819303,0.0,0.08628454452405321,0.2804020100502513,0.6593273462345063,7,2,4
156,0.7773279352226721,0.8174486401277778,0.04992967651195499,0.17658704371015022,0.0,0.05424769703172979,0.9115577889447236,0.5754268905480627,8,6,4
157,0.7661943319838057,0.9077212906140416,0.04753867791842475,0.0025603299334989098,0.0012182741116751267,0.024257932446264077,0.6241206030150753,0.5736325964949314,1,6,0
158,0.575910931174089,0.4734095388301286,0.044022503516174406,0.5408665501079882,1.4619289340101522e-05,0.09007164790174002,0.3477386934673366,0.6677573159930797,0,2,3
159,0.6680161943319839,0.8074183456293041,0.21518987341772153,0.01937167779108334,8.964467005076141e-06,0.150460593654043,0.6281407035175879,0.47270240875945896,4,8,6
160,0.32388663967611336,0.4272701841371494,0.09057665260196905,0.004437227113277244,0.00032385786802030455,0.6427840327533264,0.4311557788944723,0.807179929604934,2,7,5
161,0.38866396761133604,0.9237697618115995,0.07735583684950774,0.0956584663885253,0.0,0.15967246673490276,0.4733668341708542,0.4126509203214126,6,3,6
162,0.5779352226720648,0.637906368605098,0.04289732770745429,0.02239893130685485,0.0,0.06427840327533266,0.9648241206030149,0.6665091114343797,8,6,4
163,0.6892712550607288,0.8916728194164836,0.05260196905766527,0.1654871141523214,0.0,0.19959058341862843,0.8371859296482411,0.5674787644610463,1,6,1
164,0.6730769230769231,0.8495455825228938,0.07524613220815753,0.017958959483723308,0.0029238578680203047,0.11668372569089047,0.40201005025125625,0.5486363824094936,6,3,2
165,0.8087044534412956,0.3149308857542435,0.720112517580872,0.1654871141523214,0.0,0.14943705220061412,0.8462311557788944,0.7620655949851545,8,1,6
166,0.409919028340081,0.5185458640732604,0.038537271448663854,0.6861747188650206,0.0,0.08167860798362334,0.3266331658291457,0.47118804293456557,0,5,3
167,0.7327935222672065,0.8064153161794568,0.07060478199718706,0.05640507913402144,0.09086294416243654,0.2067553735926305,0.43919597989949744,0.6509937452102444,6,3,8
168,0.7095141700404858,0.2617703249123327,0.1319268635724332,0.22098676194146566,0.0,0.07175025588536335,0.8944723618090452,0.4453245102403252,8,0,5
169,0.6406882591093117,0.565688248216087,0.09859353023909985,0.13622366349986348,0.0,0.19344933469805528,0.6512562814070352,0.7526306369973338,4,1,6
170,0.5131578947368421,0.8355031702250305,0.04922644163150493,0.03541612142467233,0.0,0.2528147389969294,0.6522613065326632,0.44044182770188095,1,8,1
171,0.8117408906882592,0.9648939692553418,0.058368495077355836,0.003660232044229224,0.08060913705583755,0.3070624360286592,0.9708542713567838,0.5829620077737445,1,6,8
172,0.6204453441295547,0.7221608423922773,0.05977496483825598,0.01331717075954033,0.0,0.09416581371545546,0.563819095477387,0.5384763644206632,4,0,2
173,0.611336032388664,0.6238639563072347,0.0659634317862166,0.09515392413589673,0.005857868020304568,0.19651995905834183,0.4261306532663316,0.5793045848572594,4,1,8
174,0.6244939271255061,0.44030956698516527,0.03783403656821378,0.4278490855191853,0.0,0.11770726714431934,0.24321608040201,0.6423618600083519,7,2,4
175,0.5030364372469636,0.8856546427173994,0.09690576652601969,0.03682883973203236,0.0,0.9365404298874104,0.6130653266331657,0.46804917558842285,2,7,5
176,0.8006072874493928,0.7041063122950245,0.08762306610407876,0.017555325681620437,0.0,0.42067553735926305,0.792964824120603,0.4756301826875863,8,6,0
